position x,position y,velocity x,velocity y
17.833333333333332,495,38.333333333333336,0
24.77777777777778,492,71.66666666666667,0
23.833333333333336,487,105.0,0
30.000000000000004,490,138.33333333333334,0
34.277777777777786,490,171.66666666666669,0
37.66666666666667,490,205.00000000000003,0
42.16666666666667,486,238.33333333333337,0
52.777777777777786,481,271.6666666666667,0
64.5,477,305.0,0
77.33333333333333,479,338.3333333333333,0
91.27777777777777,479,371.66666666666663,0
102.33333333333333,476,404.99999999999994,0
114.5,473,438.33333333333326,0
128.77777777777777,473,471.6666666666666,0
141.16666666666666,476,504.9999999999999,0
158.66666666666666,477,538.3333333333333,0
175.27777777777777,479,571.6666666666666,0
196.0,478,605.0,0
221.83333333333334,482,638.3333333333334,0
247.7777777777778,483,671.6666666666667,0
274.83333333333337,479,705.0000000000001,0
297.00000000000006,478,738.3333333333335,0
319.2777777777778,481,771.6666666666669,0
346.66666666666674,483,805.0000000000002,0
371.16666666666674,480,838.3333333333336,0
396.7777777777779,484,871.666666666667,0
425.5000000000001,480,905.0000000000003,0
454.3333333333335,477,938.3333333333337,0
486.27777777777794,473,971.6666666666671,0
518.3333333333335,470,1005.0000000000005,0
548.5000000000001,469,1038.3333333333337,0
579.7777777777779,471,1071.666666666667,0
621.1666666666669,466,1105.0000000000002,0
659.6666666666669,466,1138.3333333333335,0
696.2777777777779,466,1171.6666666666667,0
732.0000000000001,469,1205.0,0
773.8333333333335,468,1238.3333333333333,0
814.7777777777779,471,1271.6666666666665,0
858.8333333333335,474,1304.9999999999998,0
901.0000000000001,476,1338.333333333333,0
942.2777777777778,471,1371.6666666666663,0
986.6666666666667,474,1404.9999999999995,0
