position x,position y,velocity x,velocity y
25.333333333333336,285,8.333333333333334,0
25.77777777777778,285,11.666666666666668,0
26.333333333333336,285,15.000000000000002,0
27.0,285,18.333333333333336,0
27.77777777777778,285,21.666666666666668,0
28.666666666666664,285,25.0,0
29.666666666666657,285,28.333333333333332,0
30.77777777777777,285,31.666666666666664,0
32.0,285,35.0,0
33.33333333333333,285,38.333333333333336,0
34.77777777777777,285,41.66666666666667,0
36.33333333333333,285,45.00000000000001,0
38.0,285,48.33333333333334,0
39.77777777777777,285,51.66666666666668,0
41.66666666666666,285,55.000000000000014,0
43.66666666666666,285,58.33333333333335,0
45.77777777777777,285,61.666666666666686,0
48.0,285,65.00000000000001,0
50.33333333333333,285,68.33333333333334,0
52.77777777777777,285,71.66666666666667,0
55.33333333333333,285,75.0,0
58.0,285,78.33333333333333,0
60.77777777777777,285,81.66666666666666,0
63.66666666666666,285,84.99999999999999,0
66.66666666666666,285,88.33333333333331,0
69.77777777777777,285,91.66666666666664,0
72.99999999999999,285,94.99999999999997,0
76.33333333333331,285,98.3333333333333,0
79.77777777777776,285,101.66666666666663,0
83.33333333333331,285,104.99999999999996,0
86.99999999999999,285,108.33333333333329,0
90.77777777777776,285,111.66666666666661,0
94.66666666666666,285,114.99999999999994,0
98.66666666666666,285,118.33333333333327,0
102.77777777777777,285,121.6666666666666,0
107.0,285,124.99999999999993,0
111.33333333333334,285,128.33333333333326,0
115.77777777777777,285,131.6666666666666,0
120.33333333333331,285,134.99999999999994,0
124.99999999999997,285,138.3333333333333,0
129.77777777777774,285,141.66666666666663,0
134.66666666666663,285,144.99999999999997,0
139.66666666666663,285,148.33333333333331,0
144.77777777777774,285,151.66666666666666,0
149.99999999999997,285,155.0,0
155.33333333333331,285,158.33333333333334,0
160.77777777777777,285,161.66666666666669,0
166.33333333333331,285,165.00000000000003,0
171.99999999999997,285,168.33333333333337,0
177.77777777777774,285,171.6666666666667,0
183.66666666666663,285,175.00000000000006,0
189.66666666666663,285,178.3333333333334,0
195.77777777777774,285,181.66666666666674,0
201.99999999999997,285,185.00000000000009,0
208.33333333333331,285,188.33333333333343,0
214.77777777777777,285,191.66666666666677,0
221.33333333333331,285,195.0000000000001,0
228.0,285,198.33333333333346,0
234.77777777777777,285,201.6666666666668,0
241.66666666666669,285,205.00000000000014,0
248.66666666666669,285,208.33333333333348,0
255.77777777777783,285,211.66666666666683,0
263.00000000000006,285,215.00000000000017,0
270.33333333333337,285,218.3333333333335,0
277.7777777777778,285,221.66666666666686,0
285.33333333333337,285,225.0000000000002,0
293.00000000000006,285,228.33333333333354,0
300.7777777777778,285,231.66666666666688,0
308.66666666666674,285,235.00000000000023,0
316.66666666666674,285,238.33333333333357,0
324.7777777777779,285,241.6666666666669,0
333.0000000000001,285,245.00000000000026,0
341.3333333333334,285,248.3333333333336,0
349.7777777777779,285,251.66666666666694,0
358.3333333333334,285,255.00000000000028,0
367.0000000000001,285,258.3333333333336,0
375.7777777777779,285,261.6666666666669,0
384.6666666666668,285,265.0000000000002,0
393.6666666666668,285,268.33333333333354,0
402.77777777777794,285,271.66666666666686,0
412.00000000000017,285,275.00000000000017,0
421.3333333333335,285,278.3333333333335,0
430.77777777777794,285,281.6666666666668,0
440.3333333333335,285,285.0000000000001,0
450.00000000000017,285,288.3333333333334,0
459.77777777777794,285,291.66666666666674,0
469.66666666666686,285,295.00000000000006,0
479.66666666666686,285,298.33333333333337,0
489.77777777777794,285,301.6666666666667,0
500.0000000000001,285,305.0,0
510.3333333333335,285,308.3333333333333,0
520.7777777777779,285,311.66666666666663,0
531.3333333333335,285,314.99999999999994,0
542.0000000000001,285,318.33333333333326,0
552.7777777777779,285,321.6666666666666,0
563.6666666666669,285,324.9999999999999,0
574.6666666666669,285,328.3333333333332,0
585.7777777777779,285,331.6666666666665,0
597.0000000000001,285,334.99999999999983,0
608.3333333333335,285,338.33333333333314,0
619.7777777777779,285,341.66666666666646,0
